match id,dataset_type,win_pred_team_id,win_pred_score,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr
9717518,r1,48,0.7799914,0,1.6557377049180328,0.8666666666666667,-31.4175438596491,139.0,-3.900849349063635,153.4,0.34378321803521444,40.0,1,XGBoost,No,100,6,0.01
9702776,r1,33963,0.7477481,1,3.857142857142857,0.4615384615384615,-2.920000000000016,163.3,-1.4704134754134737,163.8,0.926873606097261,60.0,0,XGBoost,No,100,6,0.01
9702748,r1,33949,0.9353789,1,0.0476190476190476,0.6923076923076923,5.666666666666657,197.0,0.023314740814742052,159.33333333333334,0.9753825903705537,50.0,0,XGBoost,No,100,6,0.01
9615087,r1,41,0.87704647,0,1.0,0.8,13.944444444444457,151.625,1.9135553335553324,174.26666666666668,1.5109279869153256,60.0,1,XGBoost,No,100,6,0.01
9615073,r1,20,0.7027782,0,2.9047619047619047,0.9230769230769232,-20.095238095238102,159.4,-2.2771603396603393,169.6,0.7007960085499597,60.0,1,XGBoost,No,100,6,0.01
9725778,r1,55,0.53754735,0,1.975609756097561,1.5333333333333334,7.367305061559506,188.375,-2.3521794871794866,185.86666666666667,0.9107365578639429,100.0,1,XGBoost,No,100,6,0.01
9725764,r1,55,0.93824315,0,1.3278688524590163,1.8571428571428568,7.367305061559506,150.19230769230768,-2.3905128205128197,186.53333333333333,0.7247037447522747,80.0,1,XGBoost,No,100,6,0.01
9849650,r1,76,0.8534925,0,1.4878048780487805,0.6,9.0,160.25,0.2688401677687384,154.46666666666667,1.8977481300261094,50.0,1,XGBoost,No,100,6,0.01
9830757,r1,76,0.89701277,1,0.6721311475409836,0.75,-9.0,127.5,-0.5854059829059817,143.46153846153845,0.21131696282913698,50.0,0,XGBoost,No,100,6,0.01
9684786,r1,13474,0.87420416,0,1.4878048780487805,1.25,-10.888888888888886,135.375,1.0370654345654344,141.75,0.7668008972228669,0.0,1,XGBoost,No,100,6,0.01
9684702,r1,45933,0.9753431,1,41.0,0.0,-29.0,119.63333333333334,-0.659223985890653,131.3,1.0342393050182266,0.0,0,XGBoost,No,100,6,0.01
9684674,r1,15413,0.5112895,0,0.7530864197530864,5.0,-0.5252525252525118,135.375,2.987176989676989,141.75,18.416646579813516,100.0,1,XGBoost,No,100,6,0.01
9684667,r1,15301,0.8985999,0,0.6039603960396039,0.3636363636363636,37.0,135.375,-1.89980128227152,158.53846153846155,1.107087415621736,0.0,1,XGBoost,No,100,6,0.01
9684506,r1,12389,0.9882969,1,0.0476190476190476,0.0,0.0,167.57142857142858,0.0711111111111111,143.75,0.11449525311012156,0.0,0,XGBoost,No,100,6,0.01
9684359,r1,14454,0.71714115,1,1.4878048780487805,2.0,49.83333333333334,160.75,4.007388752120896,166.06666666666666,4.9899915106841135,100.0,0,XGBoost,No,100,6,0.01
9684408,r1,13957,0.7713952,0,1.0,1.125,167.5,130.5,1.8595315795315797,146.6153846153846,0.6493240759952205,0.0,1,XGBoost,No,100,6,0.01
9684051,r1,11591,0.67482716,1,0.6721311475409836,0.0,-172.5,139.75,3.8325072546501113,151.3,0.31610831362965475,100.0,0,XGBoost,No,100,6,0.01
9782086,r1,202,0.5316343,1,1.9523809523809523,1.5,-12.428571428571416,140.5,3.6129551004550997,157.33333333333334,3.0915249775770537,0.0,0,XGBoost,No,100,6,0.01
9587136,r1,36084,0.7611873,0,1.0,1.4,7.083333333333343,153.91666666666666,-0.19087349158777744,163.93333333333334,0.8445732126884896,75.0,1,XGBoost,No,100,6,0.01
9749690,r1,272,0.83968806,0,51.0,0.0,-162.0,0.0,-2.6144444444444446,165.0,1.0597480948348856,0.0,1,XGBoost,No,100,6,0.01
9587101,r1,38814,0.5693487,1,1.0,0.6153846153846154,-0.1666666666666572,155.1818181818182,2.9206224331224337,164.66666666666666,0.9403906448507255,66.67,0,XGBoost,No,100,6,0.01
9586989,r1,36084,0.8064044,0,1.0,2.0,-13.583333333333343,157.0,-2.4553824107990767,159.0,1.3265658739845374,50.0,1,XGBoost,No,100,6,0.01
9586961,r1,38814,0.6635659,0,0.3442622950819672,2.0,2.2363636363636203,157.06666666666666,-3.959843990885658,166.53333333333333,1.578648447493622,33.33,1,XGBoost,No,100,6,0.01
9489451,r1,46759,0.59503853,1,1.0,1.0769230769230769,-12.722222222222229,160.53333333333333,-1.5020902906617195,148.0,1.1858167389458911,0.0,0,XGBoost,No,100,6,0.01
9692451,r1,216,0.83952975,0,1.0,0.2857142857142857,-8.864801864801848,160.33333333333334,0.8590673215673235,162.53333333333333,0.805158714247972,0.0,1,XGBoost,No,100,6,0.01
9644102,r1,202,0.92924666,0,1.4878048780487805,3.4,16.76190476190476,144.93333333333334,3.3706029981922843,176.06666666666666,8.06476843656362,0.0,1,XGBoost,No,100,6,0.01
9586919,r1,36098,0.72631514,0,1.4878048780487805,0.2857142857142857,0.18181818181818699,155.5,4.0027483781650455,166.0,0.5709726200929565,75.0,1,XGBoost,No,100,6,0.01
9680278,r1,49657,0.5312913,1,0.4117647058823529,1.5,-7.362637362637344,139.13333333333333,1.3055772005771997,160.33333333333334,1.5560581243553466,100.0,0,XGBoost,No,100,6,0.01
9489367,r1,46738,0.70093524,0,1.0,0.8333333333333334,-0.4000000000000057,150.7,1.959300976800976,141.78571428571428,0.8614995244878069,25.0,1,XGBoost,No,100,6,0.01
9489332,r1,46731,0.9254179,0,0.7530864197530864,0.6,12.166666666666657,159.66666666666666,0.14277777777777967,153.69230769230768,0.5560333327867008,0.0,1,XGBoost,No,100,6,0.01
9680243,r1,47487,0.86660486,1,0.5121951219512195,1.0833333333333333,-10.307692307692292,147.63636363636363,0.982845080404604,158.46666666666667,0.779103396832971,0.0,0,XGBoost,No,100,6,0.01
9680236,r1,49650,0.9205823,0,0.6731372549019607,0.8888888888888888,60.5,147.63636363636363,-3.015710832377499,151.33333333333334,0.891645886503155,0.0,1,XGBoost,No,100,6,0.01
9680222,r1,49650,0.6277944,0,2.4285714285714284,0.7272727272727273,-47.16666666666666,149.45,-1.111727007560341,148.5,0.9032424964920063,0.0,1,XGBoost,No,100,6,0.01
9680194,r1,49657,0.9353152,1,41.0,1.3333333333333333,-10.400000000000006,153.07142857142858,-1.3759204684204684,147.85714285714286,0.826798636550679,0.0,0,XGBoost,No,100,6,0.01
9433899,r1,7727,0.59676933,0,1.975609756097561,1.0,-22.400000000000006,166.26666666666668,-0.23101204351204352,157.46666666666667,1.5575378068387369,80.0,1,XGBoost,No,100,6,0.01
9639118,r1,188,0.6457816,0,0.3442622950819672,0.375,7.757575757575751,162.4090909090909,2.968780980923839,152.6,1.9775035768401639,50.0,1,XGBoost,No,100,6,0.01
9433885,r1,8987,0.892782,1,1.0,0.9090909090909092,0.6875,167.5,0.7963625263625271,164.13333333333333,1.4971691267643918,0.0,0,XGBoost,No,100,6,0.01
9433850,r1,6698,0.8693693,1,1.0,0.6666666666666666,-5.76363636363638,167.65,-0.6292557442557438,178.46666666666667,1.0272116871010868,50.0,0,XGBoost,No,100,6,0.01
9433801,r1,10366,0.8996743,0,0.7530864197530864,0.9090909090909092,-10.033333333333331,159.5,3.5015420690420687,166.4,1.318661218713078,33.33,1,XGBoost,No,100,6,0.01
9433752,r1,7573,0.51471734,0,2.9047619047619047,2.4285714285714284,-4.083333333333343,151.6,0.06254329004328962,167.0,3.739976115348442,100.0,1,XGBoost,No,100,6,0.01
9433549,r1,8182,0.7932109,0,1.0,1.4285714285714286,0.6666666666666572,150.06666666666666,0.46957736707736863,163.73333333333332,3.1344297650465522,33.33,1,XGBoost,No,100,6,0.01
9433535,r1,8056,0.86496234,0,1.9523809523809523,0.4,7.400000000000006,164.19230769230768,-1.6221974101736008,158.53333333333333,0.15859439643199658,50.0,1,XGBoost,No,100,6,0.01
9433486,r1,8700,0.6058939,1,21.0,1.2857142857142858,-3.1393939393939547,143.07142857142858,1.2376665001664993,166.33333333333334,1.8848951418506854,66.67,0,XGBoost,No,100,6,0.01
9657101,r1,251,0.97851723,0,0.0123456790123456,0.0,-25.233333333333334,126.0,-8.98842403628118,81.0,0.12479518914189096,0.0,1,XGBoost,No,100,6,0.01
9433346,r1,6838,0.65140456,0,1.0,0.9090909090909092,17.658823529411762,153.76666666666668,1.041093073593073,182.66666666666663,1.1711545128029968,80.0,1,XGBoost,No,100,6,0.01
9433283,r1,8987,0.9280151,0,1.0,1.0,-10.033333333333331,152.43333333333334,1.9812533762533757,159.73333333333332,1.1731613856696386,33.33,1,XGBoost,No,100,6,0.01
9433255,r1,6698,0.6397828,0,0.6721311475409836,0.9230769230769232,-16.169696969696957,167.3125,0.6987571918821924,164.13333333333333,0.4910851469172577,66.67,1,XGBoost,No,100,6,0.01
9433248,r1,8917,0.89991915,1,1.9523809523809523,0.7272727272727273,-23.725490196078425,171.83333333333334,-1.725108502608503,165.0,0.6490089908977034,66.67,0,XGBoost,No,100,6,0.01
9433192,r1,8700,0.9587843,1,41.0,0.4545454545454545,-7.285714285714278,180.0,-1.6887214945548275,159.4,0.5869280787297869,50.0,0,XGBoost,No,100,6,0.01
9433178,r1,7727,0.9696033,0,1.975609756097561,1.0,-10.668067226890741,147.33333333333334,-2.22605339105339,157.0,1.2371801485801939,0.0,1,XGBoost,No,100,6,0.01
9433157,r1,7258,0.50470996,0,0.2592592592592592,0.3846153846153846,-33.75,150.27272727272728,-0.9892641089069656,156.4,0.5119462354356923,0.0,1,XGBoost,No,100,6,0.01
9433150,r1,8987,0.94190246,0,0.3442622950819672,0.6923076923076923,9.047619047619065,154.03571428571428,-0.9673748473748471,176.13333333333333,0.3981403885731074,0.0,1,XGBoost,No,100,6,0.01
9433108,r1,9701,0.86831635,0,0.5061728395061729,0.7142857142857143,1.4375,170.46666666666667,-3.8134942834942835,159.4,0.2979471639956129,0.0,1,XGBoost,No,100,6,0.01
9433094,r1,8987,0.9509092,1,1.0,0.6923076923076923,9.714285714285722,150.06666666666666,1.1490251106917775,163.66666666666666,0.8700494267596077,66.67,0,XGBoost,No,100,6,0.01
9592477,r1,48341,0.6642308,0,0.7530864197530864,0.8888888888888888,7.157647058823528,165.66666666666666,1.2208135118849395,175.2,0.9385216040305127,0.0,1,XGBoost,No,100,6,0.01
9516807,r1,30400,0.7336988,0,0.6721311475409836,1.1428571428571428,22.583333333333343,175.5,1.9307858807858818,186.4,0.7761270217228254,100.0,1,XGBoost,No,100,6,0.01
9516779,r1,30407,0.84491265,0,1.0,2.6,-3.684523809523796,165.75,0.12407869907869884,175.06666666666666,1.2571329669585367,80.0,1,XGBoost,No,100,6,0.01
9516737,r1,36014,0.57398415,1,2.9047619047619047,1.0588235294117647,-16.166666666666657,180.0,-4.190121267621268,183.2,0.9362777090612125,0.0,0,XGBoost,No,100,6,0.01
9516674,r1,30414,0.9050916,0,1.0,0.7,6.200000000000017,160.36363636363637,-1.7867066267066267,167.0,0.9302190642463521,25.0,1,XGBoost,No,100,6,0.01
9516653,r1,30407,0.6110096,0,0.6721311475409836,0.4,1.3316666666666492,184.5,2.462057602890937,177.06666666666666,0.92320937515276,50.0,1,XGBoost,No,100,6,0.01
9516625,r1,30435,0.86097157,1,1.0,1.0,8.780740740740725,169.3,-1.8154693146359815,182.8,1.124981796618121,0.0,0,XGBoost,No,100,6,0.01
9516583,r1,30393,0.8759811,0,0.6721311475409836,0.7647058823529411,-8.732758620689651,185.33333333333331,4.365708458208456,184.2,1.0287353691914778,60.0,1,XGBoost,No,100,6,0.01
9377339,r1,62,0.8544365,0,1.0,1.3529411764705883,2.8787878787878753,200.28571428571428,0.34395723324294813,153.93333333333334,1.8503777199844715,60.0,1,XGBoost,No,100,6,0.01
9516569,r1,30421,0.8836955,1,1.0,0.8125,-11.008241758241752,185.75,0.049228086728087206,174.86666666666667,0.9426129475223203,100.0,0,XGBoost,No,100,6,0.01
9516562,r1,30400,0.78890675,0,1.4878048780487805,1.5,17.836206896551715,169.5,-2.590093240093239,180.33333333333331,0.8662521595094685,75.0,1,XGBoost,No,100,6,0.01
9516534,r1,36014,0.8511961,0,0.3442622950819672,0.6818181818181818,-3.970822281167102,156.35,-0.42443584193584183,183.46666666666667,0.9161962722120282,25.0,1,XGBoost,No,100,6,0.01
9516513,r1,48334,0.8431762,0,1.0,0.65,8.59259259259261,125.85714285714286,4.035981795981794,184.7692307692308,0.8637499404741348,0.0,1,XGBoost,No,100,6,0.01
9377318,r1,62,0.94756454,1,1.975609756097561,1.3157894736842106,2.8787878787878753,162.5,0.294738951524665,154.13333333333333,1.807889978902214,75.0,0,XGBoost,No,100,6,0.01
9516450,r1,30414,0.8478864,0,0.6721311475409836,0.7619047619047619,-3.845466155810982,156.35,0.5237715062715065,174.93333333333334,0.9663463397426046,50.0,1,XGBoost,No,100,6,0.01
9516443,r1,30435,0.793691,0,1.0,0.8666666666666667,-2.3528571428571468,143.86666666666667,0.636750610500612,175.6,0.841612552692024,100.0,1,XGBoost,No,100,6,0.01
